nRegisto,dci,nome_medicamento,forma_farmaceutica,dosagem,tamanho_embalagem,cnpem,pricePVP,pricePVPnotified,priceUtente,pricePensionist,commercialized,isGeneric,infoUrl
2478097,Aciclovir,Cicloviral,Comprimido,800 mg,25 unidade(s),50000349,"€ 26,96",,"€ 16,73","€ 14,51",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=25ca14106d5e11e2b277cfc99cb48bee
8583948,Aciclovir,Zov 800,Comprimido,800 mg,35 unidade(s),50000349,"€ 36,70",,"€ 22,39","€ 19,28",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=69b573006cd111e2a865d02ca28dae3b
5216908,Aciclovir,Aciclosina,Creme,50 mg/g,1 unidade(s) - 10 g,50000110,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=90abdcd06d5b11e2890edc250c11f112
9610725,Aciclovir,Aciclosina,Creme,50 mg/g,1 unidade(s) - 2 g,50000098,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=90abdcd06d5b11e2890edc250c11f112
5657770,Aciclovir,Aciclovir Bluepharma,Creme,50 mg/g,1 unidade(s) - 10 g,50000110,preço livre,,,,Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=8aa7cd80ce6111e4a84bff0c9a011029
2621696,Aciclovir,Aciclovir Labesfal,Creme,50 mg/g,1 unidade(s) - 2 g,50000098,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=96275db06d5b11e2b49b85e3659dd236
2621795,Aciclovir,Aciclovir Labesfal,Creme,50 mg/g,1 unidade(s) - 10 g,50000110,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=96275db06d5b11e2b49b85e3659dd236
5224688,Aciclovir,Aciclovir Livixon,Creme,50 mg/g,1 unidade(s) - 10 g,50000110,preço livre,,,,Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=103b9c706db011e28a0aa51ecd5762a6
9745505,Aciclovir,Cicloviral,Creme,50 mg/g,1 unidade(s) - 10 g,50000110,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=01d25e506d6311e29506bb09ed323b6d
5273347,Aciclovir + Hidrocortisona,Zovirax Duo,Creme,50 mg/g + 10 mg/g,1 unidade(s) - 2 g,50120808,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=18904b306e4311e28fa8d93aeacd10cc
8756411,Acitretina,Neotigason,Cápsula,10 mg,50 unidade(s),50013068,"€ 24,55",,"€ 15,47","€ 11,78",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=08039cb06c8911e28832b0ecdc93b396
8756437,Acitretina,Neotigason,Cápsula,25 mg,50 unidade(s),50013084,"€ 53,66",,"€ 33,81","€ 25,76",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f2bc12606c8811e2867fd7cd86ec4c6d
5735147,Adalimumab,Humira,Solução injetável em seringa pré-cheia,20 mg/0.2 ml,2 unidade(s) - .2 ml,50169998,"€ 399,97",,"€ 399,97","€ 399,97",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3e821340de8811e78cd9e1db9f01ae53
5671003,Adalimumab,Humira,Solução injetável em caneta pré-cheia,40 mg/0.4 ml,2 unidade(s) - .4 ml,50157000,"€ 776,28",,"€ 776,28","€ 776,28",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ec0d45c09f2411e5a3cdd303a3a4e53a
5721246,Adalimumab,Humira,Solução injetável em caneta pré-cheia,80 mg/0.8 ml,1 unidade(s) - .8 ml,50168193,"€ 776,28",,"€ 776,28","€ 776,28",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c02156f0670411e79aec8f4d8ce0c2e4
5091889,Adapaleno,Differin,Creme,1 mg/g,1 unidade(s) - 60 g,50070339,,"€ 15,87","€ 15,87","€ 15,87",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=edd9d1206d8111e28dc2d9e9d24f4bfe
5091780,Adapaleno,Differin,Gel,1 mg/g,1 unidade(s) - 60 g,50070339,,"€ 15,97","€ 15,97","€ 15,97",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=641b56106d5f11e291abe3c1fec71ba1
5854450,Adapaleno + Peróxido de benzoílo,Aceduo,Gel,1 mg/g + 25 mg/g,1 unidade(s) - 60 g,50137034,"€ 34,99",,"€ 34,99","€ 34,99",Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=13402d611f1e4696b95c425171186c47
5571203,Adapaleno + Peróxido de benzoílo,Epiduo,Gel,1 mg/g + 25 mg/g,1 unidade(s) - 60 g,50137034,"€ 35,72",,"€ 35,72","€ 35,72",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=cdb498706d8c11e2a65bf69d95c25e1a
5800719,Adapaleno + Peróxido de benzoílo,Epiduo,Gel,3 mg/g + 25 mg/g,1 unidade(s) - 45 g,50185420,"€ 36,89",,"€ 36,89","€ 36,89",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=cce5f320728f11e5babffd1e22d0eb45
5694773,Adapaleno + Peróxido de benzoílo,Epiduo,Gel,3 mg/g + 25 mg/g,1 unidade(s) - 30 g,50163361,,"€ 26,58","€ 26,58","€ 26,58",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=cce5f320728f11e5babffd1e22d0eb45
5404389,Adrenalina,"Anapen 0,3 mg/0,3 ml",Solução injetável em seringa pré-cheia,0.3 mg/0.3 ml,1 unidade(s) - 1.07 ml,50143158,"€ 44,56",,"€ 28,07","€ 21,39",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=cbeacdc06db411e283f5cf2bb0871900
5404488,Adrenalina,"Anapen 0,15 mg/0,3 ml",Solução injetável em seringa pré-cheia,0.15 mg/0.3 ml,1 unidade(s) - 1.07 ml,50143131,"€ 45,80",,"€ 28,85","€ 21,98",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d00f71306db411e2972be69eb9aa1cb0
5592043,Adrenalina,Epipen,Solução injetável em seringa pré-cheia,0.15 mg/0.3 ml,1 unidade(s) - 2 ml,50143131,"€ 60,34",,"€ 38,01","€ 28,96",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3af0bf506e6311e2a9f2e22a88025b3d
5592068,Adrenalina,Epipen,Solução injetável em seringa pré-cheia,0.3 mg/0.3 ml,1 unidade(s) - 2 ml,50143158,"€ 60,34",,"€ 38,01","€ 28,96",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=382654b06e6311e283eadeaab959d087
3726981,Agalsidase alfa,Replagal,Concentrado para solução para perfusão,1 mg/ml,1 unidade(s) - 3.5 ml,50096443,"€ 1.658,06",,"€ 1.658,06","€ 1.658,06",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=04b756606dd211e29604abf02be7badb
0,,,,,,0,,,,,,False,
0,,,,,,0,,,,,,False,
0,,,,,,0,,,,,,False,
5812086,Alfuzosina,Alfuzosina Mylan,Comprimido de libertação prolongada,10 mg,10 unidade(s),50039466,"€ 3,84",,"€ 2,53","€ 0,47",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f8f526f06d8511e2aad8f06cecb4b7ac
5658844,Alfuzosina,Alfuzosina Aurovitas,Comprimido de libertação prolongada,10 mg,30 unidade(s),50039482,"€ 6,68",,"€ 3,45","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e7195a607bab11e4a113f9b78bf1cc4d
5058573,Alfuzosina,Alfuzosina Teva,Comprimido de libertação prolongada,10 mg,30 unidade(s),50039482,"€ 8,28",,"€ 5,05","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=95dde5e06d8d11e296d1f4ba45600b41
5389903,Alfuzosina,Alfuzosina Generis,Comprimido de libertação prolongada,10 mg,30 unidade(s),50039482,"€ 8,85",,"€ 5,62","€ 0,57",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=9c590f906da511e2884f83883fa5649f
5340492,Alfuzosina,Alfuzosina Mepha 10 mg Comprimidos de libertação prolongada,Comprimido de libertação prolongada,10 mg,30 unidade(s),50039482,"€ 8,85",,"€ 5,62","€ 0,57",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=137d36106db411e2a6cecbdbcb7f3e5d
5812185,Alfuzosina,Alfuzosina Mylan,Comprimido de libertação prolongada,10 mg,30 unidade(s),50039482,"€ 8,85",,"€ 5,62","€ 0,57",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f8f526f06d8511e2aad8f06cecb4b7ac
5335880,Alfuzosina,Alfuzosina Ratiopharm 10 mg Comprimidos de libertação prolongada,Comprimido de libertação prolongada,10 mg,30 unidade(s),50039482,"€ 8,85",,"€ 5,62","€ 0,57",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f00d04006db111e29559b1b00ce21d17
5364583,Alfuzosina,Alfuzosina Sandoz 10 mg Comprimidos de libertação prolongada,Comprimido de libertação prolongada,10 mg,30 unidade(s),50039482,"€ 8,85",,"€ 5,62","€ 0,57",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a3faa3c06db011e28d49b6d1db8bdf3d
3080785,Alfuzosina,Alfuzosina Zentiva,Comprimido de libertação modificada,10 mg,30 unidade(s),50039482,"€ 8,85",,"€ 5,62","€ 0,57",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=10f8b2e06d5811e2aa2dd57fdaad48e6
3080983,Alfuzosina,Benestan OD,Comprimido de libertação modificada,10 mg,30 unidade(s),50039482,"€ 11,18",,"€ 7,95","€ 2,90",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f44c20e06c8b11e28a01d66c0f83ac58
5606256,Alginato de sódio + Bicarbonato de sódio + Carbonato de cálcio,Gaviscon,Comprimido para mastigar,250 mg + 133.5 mg + 80 mg,48 unidade(s),50150677,preço livre,,,,Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c3d1cb306d9f11e29b048e3a0e5015ef
5281431,Alginato de sódio + Bicarbonato de sódio + Carbonato de cálcio,Gaviscon,Comprimido para mastigar,250 mg + 133.5 mg + 80 mg,24 unidade(s),50150669,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c3d1cb306d9f11e29b048e3a0e5015ef
5490925,Alginato de sódio + Bicarbonato de sódio + Carbonato de cálcio,Gaviscon Duefet,Suspensão oral,Associação,12 unidade(s),50130943,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d22b3a206e5511e28ece91b3f8564feb
5490933,Alginato de sódio + Bicarbonato de sódio + Carbonato de cálcio,Gaviscon Duefet,Suspensão oral,Associação,24 unidade(s),50130978,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d22b3a206e5511e28ece91b3f8564feb
5884341,Alginato de sódio + Bicarbonato de sódio + Carbonato de cálcio,Gaviscon Duefet,Comprimido para mastigar,250 mg + 106.5 mg + 187.5 mg,24 unidade(s),50206923,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=bf9b360f79ce4e5c8abc728159f732a2
5884325,Alginato de sódio + Bicarbonato de sódio + Carbonato de cálcio,Gaviscon Duefet Frutos Vermelhos,Comprimido para mastigar,250 mg + 106.5 mg + 187.5 mg,24 unidade(s),50206923,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5f19efaf660f485cbd80cc0825dc509f
5883145,Alginato de sódio + Bicarbonato de sódio + Carbonato de cálcio,Gaviscon Duefet Frutos Vermelhos,Suspensão oral em saqueta,500 mg + 213 mg + 325 mg,12 unidade(s) - 10 ml,50206451,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e69415489ad5f3dfe050a8c034297599
5630355,Alginato de sódio + Bicarbonato de sódio + Carbonato de cálcio,Gaviscon Morango,Comprimido para mastigar,250 mg + 133.5 mg + 80 mg,24 unidade(s),50150669,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e21e1ed0e7f711e3a117bc88f08179e2
5630363,Alginato de sódio + Bicarbonato de sódio + Carbonato de cálcio,Gaviscon Morango,Comprimido para mastigar,250 mg + 133.5 mg + 80 mg,48 unidade(s),50150677,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e21e1ed0e7f711e3a117bc88f08179e2
3312188,Almotriptano,Almogran,Comprimido revestido por película,12.5 mg,3 unidade(s),50096877,"€ 9,97",,"€ 6,28","€ 4,79",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=50d681206d8111e2bfee9cf253e0eaca
3312386,Almotriptano,Almogran,Comprimido revestido por película,12.5 mg,6 unidade(s),50096893,"€ 18,00",,"€ 11,34","€ 8,64",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=50d681206d8111e2bfee9cf253e0eaca
5587738,Alogliptina,Vipidia,Comprimido revestido por película,6.25 mg,14 unidade(s),50140981,"€ 5,57",,"€ 0,56","€ 0,28",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=88a0fba06e6511e28a9b94fbf8fd8f49
5587779,Alogliptina,Vipidia,Comprimido revestido por película,12.5 mg,28 unidade(s),50141066,"€ 19,84",,"€ 1,98","€ 0,99",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=80dd065026bd11e3861090fd2f6e33f7
5587829,Alogliptina,Vipidia,Comprimido revestido por película,25 mg,28 unidade(s),50141090,"€ 38,03",,"€ 3,80","€ 1,90",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=9ef5cc3026bd11e3b211cbe72bdaf0f8
0,,,,,,0,,,,,,False,
0,,,,,,0,,,,,,False,
0,,,,,,0,,,,,,False,
9368027,Amantadina,Parkadina,Cápsula,100 mg,60 unidade(s),50081969,"€ 14,91",,"€ 1,49","€ 0,75",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=38bfe2006d6511e291c3cdde6e1902b8
2229391,Ambroxol + Clenbuterol,Ventoliber,Xarope,1.5 mg/ml + 0.001 mg/ml,1 unidade(s) - 200 ml,50068571,,"€ 13,50","€ 13,50","€ 13,50",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d8008ac06d5811e2b22fa9a5ecda82b1
2229292,Ambroxol + Clenbuterol,Ventoliber,Xarope,3 mg/ml + 0.002 mg/ml,1 unidade(s) - 200 ml,50088831,,"€ 24,72","€ 24,72","€ 24,72",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=9ab6e5006d6811e280cdf1d3df758b18
2229599,Ambroxol + Clenbuterol,Ventoliber,Comprimido,30 mg + 0.02 mg,60 unidade(s),50068547,,"€ 28,55","€ 28,55","€ 28,55",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=997257106d6811e2b959d7359ba2efbc
2229490,Ambroxol + Clenbuterol,Ventoliber,Comprimido,30 mg + 0.02 mg,10 unidade(s),50068555,,"€ 9,61","€ 9,61","€ 9,61",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=997257106d6811e2b959d7359ba2efbc
9412908,Amilase,Maxilase,Xarope,200 U.CEIP/ml,1 unidade(s) - 200 ml,50079050,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=947dabb06d6311e28cc283d9f72653ce
5724760,Álcool diclorobenzílico + Amilmetacresol,Mentocaína Mel e Limão,Pastilha,1.2 mg + 0.6 mg,24 unidade(s),50116525,preço livre,,,,Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=0bffd9104cf311e78999b64f32f7e1df
5744370,Álcool diclorobenzílico + Amilmetacresol,Orovox Mel e Limão,Pastilha,1.2 mg + 0.6 mg,24 unidade(s),50116525,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e61d2c90453e11e78eb2d5e4ed247650
5744362,Álcool diclorobenzílico + Amilmetacresol,Orovox Morango,Pastilha,1.2 mg + 0.6 mg,24 unidade(s),50116525,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=434710c0453a11e7aeb685c193bcd9c6
5680038,Álcool diclorobenzílico + Amilmetacresol,Strepsils,Pastilha,1.2 mg + 0.6 mg,24 unidade(s),50116525,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5ed07f00294611e593449b043cae8c35
5680046,Álcool diclorobenzílico + Amilmetacresol,Strepsils,Pastilha,1.2 mg + 0.6 mg,36 unidade(s),50116533,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5ed07f00294611e593449b043cae8c35
5164231,Álcool diclorobenzílico + Amilmetacresol,Strepsils Laranja com Vitamina C,Pastilha,1.2 mg + 0.6 mg,24 unidade(s),50116525,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=241de5b06d9511e2b891ab7a3ccc38e8
5164249,Álcool diclorobenzílico + Amilmetacresol,Strepsils Laranja com Vitamina C,Pastilha,1.2 mg + 0.6 mg,36 unidade(s),50116533,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=241de5b06d9511e2b891ab7a3ccc38e8
5154778,Álcool diclorobenzílico + Amilmetacresol,Strepsils Limão sem açúcar,Pastilha,1.2 mg + 0.6 mg,24 unidade(s),50116525,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f99444c06d9311e2a5eaf90fef6690ab
5154745,Álcool diclorobenzílico + Amilmetacresol,Strepsils Mel e limão,Pastilha,1.2 mg + 0.6 mg,36 unidade(s),50116533,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=fb3cc4a06d9311e2b173cb2bc10360a5
5154737,Álcool diclorobenzílico + Amilmetacresol,Strepsils Mel e limão,Pastilha,1.2 mg + 0.6 mg,24 unidade(s),50116525,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=fb3cc4a06d9311e2b173cb2bc10360a5
5301619,Álcool diclorobenzílico + Amilmetacresol,Strepsils Menta Fresca,Pastilha,1.2 mg + 0.6 mg,16 unidade(s),50116517,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b2cbd7a06d9e11e2ab56cbfa15cf4fdf
5154679,Álcool diclorobenzílico + Amilmetacresol,Strepsils Morango sem açúcar,Pastilha,1.2 mg + 0.6 mg,24 unidade(s),50116525,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=fcd4c9c06d9311e2bcb9d3c3eb0ec4dc
9359141,Aminaftona,Capilarema,Cápsula,75 mg,60 unidade(s),50067214,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a76052b06d5d11e29618d240bdbccb03
9477331,Aminofilina,Filotempo,Comprimido de libertação prolongada,225 mg,20 unidade(s),50072650,"€ 2,93",,"€ 0,91","€ 0,47",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=77bcb5006d6011e2854ccb685ecd223c
9477349,Aminofilina,Filotempo,Comprimido de libertação prolongada,225 mg,60 unidade(s),50072641,"€ 5,36",,"€ 1,66","€ 0,86",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=77bcb5006d6011e2854ccb685ecd223c
0,,,,,,0,,,,,,False,
0,,,,,,0,,,,,,False,
0,,,,,,0,,,,,,False,
5273081,Amiodarona,Amiodarona Generis 200 mg Comprimidos,Comprimido,200 mg,60 unidade(s),50001531,"€ 6,68",,"€ 2,07","€ 0,33",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ade330d06db211e29110f41a8a0a80e5
2511582,Amiodarona,Amiodarona Mylan,Comprimido,200 mg,60 unidade(s),50001531,"€ 6,68",,"€ 2,07","€ 0,33",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=20ea21d06d5c11e2ba2af686f99702c5
8287607,Amiodarona,Cordarone,Comprimido,200 mg,60 unidade(s),50001531,"€ 11,88",,"€ 7,27","€ 5,53",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=261792806c8711e28b9592d0506c18c8
5864418,Amissulprida,Socian,Comprimido,50 mg,12 unidade(s),50001590,"€ 2,63",,"€ 0,17","€ 0,04",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=28a9a7b06c8a11e2a6fbbc00bbbd770e
5273784,Amissulprida,Amissulprida Generis,Comprimido,50 mg,20 unidade(s),50001590,"€ 4,63",,"€ 0,54","€ 0,32",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6b5fdde06db111e2b7a5a2df59b9b0cc
9672808,Amissulprida,Socian,Solução oral,50 mg/10 ml,20 unidade(s) - 10 ml,50015648,"€ 5,82",,"€ 0,58","€ 0,29",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ee123a806d6611e2a2ebe8eb29dd6385
